REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/12/24 14:00:00,3245.55,-19.05,TRADE
VIC1,2020/12/24 14:30:00,3269.4,-23.89,TRADE
VIC1,2020/12/24 15:00:00,3365.35,-4.14,TRADE
VIC1,2020/12/24 15:30:00,3539.75,-0.35,TRADE
VIC1,2020/12/24 16:00:00,3707.42,8.82,TRADE
VIC1,2020/12/24 16:30:00,3840.76,8.99,TRADE
VIC1,2020/12/24 17:00:00,4063.47,14.80,TRADE
VIC1,2020/12/24 17:30:00,4215.82,5.59,TRADE
VIC1,2020/12/24 18:00:00,4221.95,20.45,TRADE
VIC1,2020/12/24 18:30:00,4263.15,26.08,TRADE
VIC1,2020/12/24 19:00:00,4322.21,23.68,TRADE
VIC1,2020/12/24 19:30:00,4344.54,27.85,TRADE
VIC1,2020/12/24 20:00:00,4344.87,32.47,TRADE
VIC1,2020/12/24 20:30:00,4355.98,29.81,TRADE
VIC1,2020/12/24 21:00:00,4315.63,36.28,TRADE
VIC1,2020/12/24 21:30:00,4228.68,41.82,TRADE
VIC1,2020/12/24 22:00:00,4147.74,37.91,TRADE
VIC1,2020/12/24 22:30:00,4093.4,37.96,TRADE
VIC1,2020/12/24 23:00:00,4011.23,17.30,TRADE
VIC1,2020/12/24 23:30:00,4219.06,33.73,TRADE
VIC1,2020/12/25 00:00:00,4167.63,35.17,TRADE
VIC1,2020/12/25 00:30:00,4015.25,34.02,TRADE
VIC1,2020/12/25 01:00:00,3905.63,38.37,TRADE
VIC1,2020/12/25 01:30:00,3803.24,35.85,TRADE
VIC1,2020/12/25 02:00:00,3664.27,35.47,TRADE
VIC1,2020/12/25 02:30:00,3542.7,32.02,TRADE
VIC1,2020/12/25 03:00:00,3427.58,8.95,TRADE
VIC1,2020/12/25 03:30:00,3391.23,10.24,TRADE
VIC1,2020/12/25 04:00:00,3369.47,8.97,TRADE
VIC1,2020/12/25 04:30:00,3395.13,8.95,TRADE
VIC1,2020/12/25 05:00:00,3408.27,8.95,TRADE
VIC1,2020/12/25 05:30:00,3447.51,8.95,TRADE
VIC1,2020/12/25 06:00:00,3520.53,8.95,TRADE
VIC1,2020/12/25 06:30:00,3621.67,8.92,TRADE
VIC1,2020/12/25 07:00:00,3680.64,8.57,TRADE
VIC1,2020/12/25 07:30:00,3588.27,-4.77,TRADE
VIC1,2020/12/25 08:00:00,3515.71,13.64,TRADE
VIC1,2020/12/25 08:30:00,3510.63,0.34,TRADE
VIC1,2020/12/25 09:00:00,3433.13,-4.70,TRADE
VIC1,2020/12/25 09:30:00,3340.49,-6.55,TRADE
VIC1,2020/12/25 10:00:00,3220.56,0.25,TRADE
VIC1,2020/12/25 10:30:00,3218.15,9.49,TRADE
VIC1,2020/12/25 11:00:00,3098.21,-1.07,TRADE
VIC1,2020/12/25 11:30:00,2787.97,-11.89,TRADE
VIC1,2020/12/25 12:00:00,2616.73,-19.72,TRADE
VIC1,2020/12/25 12:30:00,2489.74,-33.11,TRADE
VIC1,2020/12/25 13:00:00,2307.07,-43.72,TRADE
VIC1,2020/12/25 13:30:00,2366.19,-27.58,TRADE
VIC1,2020/12/25 14:00:00,2642.33,-6.58,TRADE
VIC1,2020/12/25 14:30:00,2838.62,2.70,TRADE
VIC1,2020/12/25 15:00:00,2685.42,-9.79,TRADE
VIC1,2020/12/25 15:30:00,2686.39,-19.13,TRADE
VIC1,2020/12/25 16:00:00,2974.07,10.20,TRADE
VIC1,2020/12/25 16:30:00,3136.11,-3.48,TRADE
VIC1,2020/12/25 17:00:00,3276.95,9.91,TRADE
VIC1,2020/12/25 17:30:00,3505.04,11.31,TRADE
VIC1,2020/12/25 18:00:00,3599.75,28.14,TRADE
VIC1,2020/12/25 18:30:00,3784.53,32.07,TRADE
VIC1,2020/12/25 19:00:00,3835.06,36.13,TRADE
VIC1,2020/12/25 19:30:00,3913.6,40.84,TRADE
VIC1,2020/12/25 20:00:00,3939.62,41.18,TRADE
VIC1,2020/12/25 20:30:00,4008.86,38.43,TRADE
VIC1,2020/12/25 21:00:00,3963.89,34.79,TRADE
VIC1,2020/12/25 21:30:00,3917.89,36.24,TRADE
VIC1,2020/12/25 22:00:00,3867.54,34.31,TRADE
VIC1,2020/12/25 22:30:00,3834.48,36.44,TRADE
VIC1,2020/12/25 23:00:00,3796.48,36.22,TRADE
VIC1,2020/12/25 23:30:00,4002.19,42.33,TRADE
VIC1,2020/12/26 00:00:00,3948.55,41.71,TRADE
VIC1,2020/12/26 00:30:00,3820.37,41.12,TRADE
VIC1,2020/12/26 01:00:00,3724.23,38.71,TRADE
VIC1,2020/12/26 01:30:00,3675.19,36.93,TRADE
VIC1,2020/12/26 02:00:00,3549.09,35.83,TRADE
VIC1,2020/12/26 02:30:00,3483.22,36.04,TRADE
VIC1,2020/12/26 03:00:00,3429.3,35.85,TRADE
VIC1,2020/12/26 03:30:00,3416.14,35.78,TRADE
VIC1,2020/12/26 04:00:00,3409.6,35.53,TRADE
VIC1,2020/12/26 04:30:00,3477.59,36.89,TRADE
VIC1,2020/12/26 05:00:00,3491.63,38.01,TRADE
VIC1,2020/12/26 05:30:00,3550.03,38.78,TRADE
VIC1,2020/12/26 06:00:00,3587.81,37.05,TRADE
VIC1,2020/12/26 06:30:00,3616.66,32.26,TRADE
VIC1,2020/12/26 07:00:00,3570.88,27.58,TRADE
VIC1,2020/12/26 07:30:00,3442.62,17.42,TRADE
VIC1,2020/12/26 08:00:00,3377.01,15.08,TRADE
VIC1,2020/12/26 08:30:00,3296.77,23.32,TRADE
VIC1,2020/12/26 09:00:00,3180.23,12.79,TRADE
VIC1,2020/12/26 09:30:00,3062.41,8.97,TRADE
VIC1,2020/12/26 10:00:00,2912.47,8.95,TRADE
VIC1,2020/12/26 10:30:00,2863.55,8.95,TRADE
VIC1,2020/12/26 11:00:00,2829.31,0.70,TRADE
VIC1,2020/12/26 11:30:00,2849.85,2.20,TRADE
VIC1,2020/12/26 12:00:00,2793.43,0.51,TRADE
VIC1,2020/12/26 12:30:00,2795.44,1.49,TRADE
VIC1,2020/12/26 13:00:00,2806.22,5.16,TRADE
VIC1,2020/12/26 13:30:00,2836.06,8.95,TRADE
VIC1,2020/12/26 14:00:00,2936.61,9.89,TRADE
VIC1,2020/12/26 14:30:00,3067.24,8.97,TRADE
VIC1,2020/12/26 15:00:00,3253.88,23.85,TRADE
VIC1,2020/12/26 15:30:00,3449.29,33.58,TRADE
VIC1,2020/12/26 16:00:00,3720.26,35.97,TRADE
VIC1,2020/12/26 16:30:00,3958.99,42.78,TRADE
VIC1,2020/12/26 17:00:00,4217.72,43.26,TRADE
VIC1,2020/12/26 17:30:00,4512.16,47.43,TRADE
VIC1,2020/12/26 18:00:00,4734.85,53.61,TRADE
VIC1,2020/12/26 18:30:00,4876.01,51,TRADE
VIC1,2020/12/26 19:00:00,4957.66,56.10,TRADE
VIC1,2020/12/26 19:30:00,4937.55,60.25,TRADE
VIC1,2020/12/26 20:00:00,4875.29,54.88,TRADE
VIC1,2020/12/26 20:30:00,4881.13,52.05,TRADE
VIC1,2020/12/26 21:00:00,4753.97,48.86,TRADE
VIC1,2020/12/26 21:30:00,4608.16,44.66,TRADE
VIC1,2020/12/26 22:00:00,4449.27,43.45,TRADE
VIC1,2020/12/26 22:30:00,4340.9,45.32,TRADE
VIC1,2020/12/26 23:00:00,4240.88,38.50,TRADE
VIC1,2020/12/26 23:30:00,4394.31,42.53,TRADE
VIC1,2020/12/27 00:00:00,4298.8,43.40,TRADE
VIC1,2020/12/27 00:30:00,4133.69,37.43,TRADE
VIC1,2020/12/27 01:00:00,4012.93,39.78,TRADE
VIC1,2020/12/27 01:30:00,3895.65,34.24,TRADE
VIC1,2020/12/27 02:00:00,3782.39,26,TRADE
VIC1,2020/12/27 02:30:00,3610.45,6.19,TRADE
VIC1,2020/12/27 03:00:00,3460.82,5.49,TRADE
VIC1,2020/12/27 03:30:00,3431.65,4.08,TRADE
VIC1,2020/12/27 04:00:00,3356.88,-20.99,TRADE
VIC1,2020/12/27 04:30:00,3373.62,-11.31,TRADE
VIC1,2020/12/27 05:00:00,3332.23,-35.93,TRADE
VIC1,2020/12/27 05:30:00,3326.39,-36.23,TRADE
VIC1,2020/12/27 06:00:00,3314.18,-40.97,TRADE
VIC1,2020/12/27 06:30:00,3338.55,-36.39,TRADE
VIC1,2020/12/27 07:00:00,3395.91,-27.36,TRADE
VIC1,2020/12/27 07:30:00,3432.08,-32.98,TRADE
VIC1,2020/12/27 08:00:00,3646.59,-30.09,TRADE
VIC1,2020/12/27 08:30:00,3735.25,-10.33,TRADE
VIC1,2020/12/27 09:00:00,3662.14,1.11,TRADE
VIC1,2020/12/27 09:30:00,3592.7,-5.33,TRADE
VIC1,2020/12/27 10:00:00,3672.23,-16.14,TRADE
VIC1,2020/12/27 10:30:00,3786.13,-14.23,TRADE
VIC1,2020/12/27 11:00:00,4039.12,-3.80,TRADE
VIC1,2020/12/27 11:30:00,4249,11.54,TRADE
VIC1,2020/12/27 12:00:00,4293.64,16.95,TRADE
VIC1,2020/12/27 12:30:00,4214.83,4.29,TRADE
VIC1,2020/12/27 13:00:00,4187.75,25.08,TRADE
VIC1,2020/12/27 13:30:00,4270.36,29.50,TRADE
VIC1,2020/12/27 14:00:00,4381.09,28.20,TRADE
VIC1,2020/12/27 14:30:00,4581.28,31.54,TRADE
VIC1,2020/12/27 15:00:00,4509.95,-1.56,TRADE
VIC1,2020/12/27 15:30:00,4501.72,8.96,TRADE
VIC1,2020/12/27 16:00:00,4555.49,-18.15,TRADE
VIC1,2020/12/27 16:30:00,4629.66,9.32,TRADE
VIC1,2020/12/27 17:00:00,4745.32,9.11,TRADE
VIC1,2020/12/27 17:30:00,4737.82,8.99,TRADE
VIC1,2020/12/27 18:00:00,4666.95,13.67,TRADE
VIC1,2020/12/27 18:30:00,4567.04,11.49,TRADE
VIC1,2020/12/27 19:00:00,4485.46,23.48,TRADE
VIC1,2020/12/27 19:30:00,4419.31,22.13,TRADE
VIC1,2020/12/27 20:00:00,4384.61,31.90,TRADE
VIC1,2020/12/27 20:30:00,4301.55,34.06,TRADE
VIC1,2020/12/27 21:00:00,4161.17,25.16,TRADE
VIC1,2020/12/27 21:30:00,4042.79,22.86,TRADE
VIC1,2020/12/27 22:00:00,3932.56,10.48,TRADE
VIC1,2020/12/27 22:30:00,3888.55,14.87,TRADE
VIC1,2020/12/27 23:00:00,3875.31,25.64,TRADE
VIC1,2020/12/27 23:30:00,4061.53,31.11,TRADE
VIC1,2020/12/28 00:00:00,4048.29,36.92,TRADE
VIC1,2020/12/28 00:30:00,3870.71,27.86,TRADE
VIC1,2020/12/28 01:00:00,3755.18,13.99,TRADE
VIC1,2020/12/28 01:30:00,3750.86,9.27,TRADE
VIC1,2020/12/28 02:00:00,3604.3,1.47,TRADE
VIC1,2020/12/28 02:30:00,3466.74,8.99,TRADE
VIC1,2020/12/28 03:00:00,3418.78,8.99,TRADE
VIC1,2020/12/28 03:30:00,3435.14,8.95,TRADE
VIC1,2020/12/28 04:00:00,3422.69,8.99,TRADE
VIC1,2020/12/28 04:30:00,3452.23,8.95,TRADE
VIC1,2020/12/28 05:00:00,3513.86,12.55,TRADE
VIC1,2020/12/28 05:30:00,3522.15,13.62,TRADE
VIC1,2020/12/28 06:00:00,3566.32,9.19,TRADE
VIC1,2020/12/28 06:30:00,3643.01,9.23,TRADE
VIC1,2020/12/28 07:00:00,3600.76,6.65,TRADE
VIC1,2020/12/28 07:30:00,3489.32,1.47,TRADE
VIC1,2020/12/28 08:00:00,3358.44,-14.34,TRADE
VIC1,2020/12/28 08:30:00,3246.31,-17.67,TRADE
VIC1,2020/12/28 09:00:00,3235.69,-26.87,TRADE
VIC1,2020/12/28 09:30:00,3218.79,-6.91,TRADE
VIC1,2020/12/28 10:00:00,3115.03,-12.86,TRADE
VIC1,2020/12/28 10:30:00,3063.17,-3.98,TRADE
VIC1,2020/12/28 11:00:00,3010.37,-11.75,TRADE
VIC1,2020/12/28 11:30:00,2913.79,-13.11,TRADE
VIC1,2020/12/28 12:00:00,2871.95,-15.31,TRADE
VIC1,2020/12/28 12:30:00,2812.33,-19.85,TRADE
VIC1,2020/12/28 13:00:00,2800.59,-20.17,TRADE
VIC1,2020/12/28 13:30:00,2878.04,-1.43,TRADE
VIC1,2020/12/28 14:00:00,2864,-16.17,TRADE
VIC1,2020/12/28 14:30:00,2855.14,-6.62,TRADE
VIC1,2020/12/28 15:00:00,3037.97,-7.08,TRADE
VIC1,2020/12/28 15:30:00,3230.29,-5.81,TRADE
VIC1,2020/12/28 16:00:00,3454.9,1.55,TRADE
VIC1,2020/12/28 16:30:00,3628.68,-1.55,TRADE
VIC1,2020/12/28 17:00:00,3848.67,2.02,TRADE
VIC1,2020/12/28 17:30:00,3995.89,10.36,TRADE
VIC1,2020/12/28 18:00:00,4125.7,12.05,TRADE
VIC1,2020/12/28 18:30:00,4182.82,28.50,TRADE
VIC1,2020/12/28 19:00:00,4225.83,30.13,TRADE
VIC1,2020/12/28 19:30:00,4305.78,32.44,TRADE
VIC1,2020/12/28 20:00:00,4373.9,35.43,TRADE
VIC1,2020/12/28 20:30:00,4374.55,35.48,TRADE
VIC1,2020/12/28 21:00:00,4291.93,35.25,TRADE
VIC1,2020/12/28 21:30:00,4211.48,35.63,TRADE
VIC1,2020/12/28 22:00:00,4131.75,36.41,TRADE
VIC1,2020/12/28 22:30:00,4076.17,37.71,TRADE
VIC1,2020/12/28 23:00:00,4032.36,36.85,TRADE
VIC1,2020/12/28 23:30:00,4251.53,40.80,TRADE
VIC1,2020/12/29 00:00:00,4233.74,41.32,TRADE
VIC1,2020/12/29 00:30:00,4113.19,40.27,TRADE
VIC1,2020/12/29 01:00:00,4026.67,42.83,TRADE
VIC1,2020/12/29 01:30:00,3921.87,42.75,TRADE
VIC1,2020/12/29 02:00:00,3799.13,40.04,TRADE
VIC1,2020/12/29 02:30:00,3730.57,39.32,TRADE
VIC1,2020/12/29 03:00:00,3671.3,39.16,TRADE
VIC1,2020/12/29 03:30:00,3662.35,39.07,TRADE
VIC1,2020/12/29 04:00:00,3664.98,38.61,TRADE
VIC1,2020/12/29 04:30:00,3721.33,40.68,TRADE
VIC1,2020/12/29 05:00:00,3806.58,42.08,TRADE
VIC1,2020/12/29 05:30:00,3890.45,42.72,TRADE
VIC1,2020/12/29 06:00:00,3973.95,41.97,TRADE
VIC1,2020/12/29 06:30:00,4039.61,36.32,TRADE
VIC1,2020/12/29 07:00:00,4054.94,34.96,TRADE
VIC1,2020/12/29 07:30:00,3911.36,32.15,TRADE
VIC1,2020/12/29 08:00:00,3786.28,33,TRADE
VIC1,2020/12/29 08:30:00,3658.18,10.57,TRADE
VIC1,2020/12/29 09:00:00,3486.55,7.91,TRADE
VIC1,2020/12/29 09:30:00,3403.62,25.41,TRADE
VIC1,2020/12/29 10:00:00,3200.88,7.08,TRADE
VIC1,2020/12/29 10:30:00,3097.74,7.37,TRADE
VIC1,2020/12/29 11:00:00,3045.97,1.46,TRADE
VIC1,2020/12/29 11:30:00,3021.79,-4.72,TRADE
VIC1,2020/12/29 12:00:00,2978.66,0.02,TRADE
VIC1,2020/12/29 12:30:00,2952.16,-5.25,TRADE
VIC1,2020/12/29 13:00:00,2914.33,-18.55,TRADE
VIC1,2020/12/29 13:30:00,2918.88,-33.97,TRADE
VIC1,2020/12/29 14:00:00,2915.18,-18.82,TRADE
VIC1,2020/12/29 14:30:00,2944.71,0.01,TRADE
VIC1,2020/12/29 15:00:00,3072.92,0.02,TRADE
VIC1,2020/12/29 15:30:00,3261.42,-2.23,TRADE
VIC1,2020/12/29 16:00:00,3481.32,4.96,TRADE
VIC1,2020/12/29 16:30:00,3704.28,6.30,TRADE
VIC1,2020/12/29 17:00:00,4014.42,19.99,TRADE
VIC1,2020/12/29 17:30:00,4244.75,27.86,TRADE
VIC1,2020/12/29 18:00:00,4388.98,26.11,TRADE
VIC1,2020/12/29 18:30:00,4474.32,33,TRADE
VIC1,2020/12/29 19:00:00,4526.39,35.20,TRADE
VIC1,2020/12/29 19:30:00,4520.92,36.59,TRADE
VIC1,2020/12/29 20:00:00,4533.57,37.16,TRADE
VIC1,2020/12/29 20:30:00,4514.53,40.86,TRADE
VIC1,2020/12/29 21:00:00,4436.32,38.90,TRADE
VIC1,2020/12/29 21:30:00,4363,38.59,TRADE
VIC1,2020/12/29 22:00:00,4256.16,36.82,TRADE
VIC1,2020/12/29 22:30:00,4209.89,41.06,TRADE
VIC1,2020/12/29 23:00:00,4174.95,38.93,TRADE
VIC1,2020/12/29 23:30:00,4349.66,41.45,TRADE
VIC1,2020/12/30 00:00:00,4300.94,42.27,TRADE
VIC1,2020/12/30 00:30:00,4168.23,42.36,TRADE
VIC1,2020/12/30 01:00:00,4037.04,42.89,TRADE
VIC1,2020/12/30 01:30:00,3934.5,41.04,TRADE
VIC1,2020/12/30 02:00:00,3796.96,37.54,TRADE
VIC1,2020/12/30 02:30:00,3725.18,38.67,TRADE
VIC1,2020/12/30 03:00:00,3655.97,36.65,TRADE
VIC1,2020/12/30 03:30:00,3645.19,35.76,TRADE
VIC1,2020/12/30 04:00:00,3668.54,37.29,TRADE
VIC1,2020/12/30 04:30:00,3700.34,38.65,TRADE
VIC1,2020/12/30 05:00:00,3745.88,40.50,TRADE
VIC1,2020/12/30 05:30:00,3845.87,39.57,TRADE
VIC1,2020/12/30 06:00:00,3937.45,37.03,TRADE
VIC1,2020/12/30 06:30:00,4015.31,35.10,TRADE
VIC1,2020/12/30 07:00:00,4050.81,33.05,TRADE
VIC1,2020/12/30 07:30:00,3964.99,30.18,TRADE
VIC1,2020/12/30 08:00:00,3905.05,32.96,TRADE
VIC1,2020/12/30 08:30:00,3830.49,32.49,TRADE
VIC1,2020/12/30 09:00:00,3700.37,16.41,TRADE
VIC1,2020/12/30 09:30:00,3548.32,24.54,TRADE
VIC1,2020/12/30 10:00:00,3408.93,21.50,TRADE
VIC1,2020/12/30 10:30:00,3376.27,7.23,TRADE
VIC1,2020/12/30 11:00:00,3322.58,13.62,TRADE
VIC1,2020/12/30 11:30:00,3321.7,8.94,TRADE
VIC1,2020/12/30 12:00:00,3301.58,14.07,TRADE
VIC1,2020/12/30 12:30:00,3294.96,10.41,TRADE
VIC1,2020/12/30 13:00:00,3328.6,13.67,TRADE
VIC1,2020/12/30 13:30:00,3357.83,10.29,TRADE
VIC1,2020/12/30 14:00:00,3400.61,11.46,TRADE
VIC1,2020/12/30 14:30:00,3470.27,10.43,TRADE
VIC1,2020/12/30 15:00:00,3677.41,7.58,TRADE
VIC1,2020/12/30 15:30:00,3802.61,32.65,TRADE
VIC1,2020/12/30 16:00:00,3873.72,28.45,TRADE
VIC1,2020/12/30 16:30:00,4075.29,33.09,TRADE
VIC1,2020/12/30 17:00:00,4340.2,33.45,TRADE
VIC1,2020/12/30 17:30:00,4458.46,26.35,TRADE
VIC1,2020/12/30 18:00:00,4491.61,34.35,TRADE
VIC1,2020/12/30 18:30:00,4473.91,34.75,TRADE
VIC1,2020/12/30 19:00:00,4537.45,35.27,TRADE
VIC1,2020/12/30 19:30:00,4535.16,36.50,TRADE
VIC1,2020/12/30 20:00:00,4552.44,41.89,TRADE
VIC1,2020/12/30 20:30:00,4554,35.38,TRADE
VIC1,2020/12/30 21:00:00,4451.8,34.55,TRADE
VIC1,2020/12/30 21:30:00,4333.27,34.96,TRADE
VIC1,2020/12/30 22:00:00,4185.91,21.53,TRADE
VIC1,2020/12/30 22:30:00,4100.6,36.36,TRADE
VIC1,2020/12/30 23:00:00,4036.03,25.67,TRADE
VIC1,2020/12/30 23:30:00,4224.04,36.52,TRADE
VIC1,2020/12/31 00:00:00,4195.12,36.66,TRADE
VIC1,2020/12/31 00:30:00,4022.97,33.11,TRADE
VIC1,2020/12/31 01:00:00,3886.05,32.33,TRADE
VIC1,2020/12/31 01:30:00,3758.82,21.49,TRADE
VIC1,2020/12/31 02:00:00,3628.8,20.95,TRADE
VIC1,2020/12/31 02:30:00,3534.16,20.95,TRADE
VIC1,2020/12/31 03:00:00,3451.18,14.64,TRADE
VIC1,2020/12/31 03:30:00,3424.89,10.03,TRADE
VIC1,2020/12/31 04:00:00,3515.93,13.42,TRADE
VIC1,2020/12/31 04:30:00,3552.15,12.06,TRADE
VIC1,2020/12/31 05:00:00,3629.48,15.83,TRADE
VIC1,2020/12/31 05:30:00,3726.07,10.70,TRADE
VIC1,2020/12/31 06:00:00,3829.54,15.07,TRADE
VIC1,2020/12/31 06:30:00,3956.76,9.16,TRADE
VIC1,2020/12/31 07:00:00,4009.91,12.21,TRADE
VIC1,2020/12/31 07:30:00,3999.58,-7.02,TRADE
VIC1,2020/12/31 08:00:00,3966.25,-14.13,TRADE
VIC1,2020/12/31 08:30:00,3988.65,-4.97,TRADE
VIC1,2020/12/31 09:00:00,3996.51,-22.91,TRADE
VIC1,2020/12/31 09:30:00,3930.43,-19.02,TRADE
VIC1,2020/12/31 10:00:00,3937.2,-16.57,TRADE
VIC1,2020/12/31 10:30:00,3896.16,-21.55,TRADE
VIC1,2020/12/31 11:00:00,3886.18,-26.47,TRADE
VIC1,2020/12/31 11:30:00,3865.09,-18.50,TRADE
VIC1,2020/12/31 12:00:00,3864.39,-24.74,TRADE
VIC1,2020/12/31 12:30:00,3800.26,-28.80,TRADE
VIC1,2020/12/31 13:00:00,3732.92,-22.86,TRADE
VIC1,2020/12/31 13:30:00,3710.15,-6.47,TRADE
VIC1,2020/12/31 14:00:00,3747.25,-10.13,TRADE
VIC1,2020/12/31 14:30:00,3785.91,-7.65,TRADE
VIC1,2020/12/31 15:00:00,3884.72,-16.37,TRADE
VIC1,2020/12/31 15:30:00,3993.61,-2.61,TRADE
VIC1,2020/12/31 16:00:00,4066.32,-2.55,TRADE
VIC1,2020/12/31 16:30:00,4189.85,3.04,TRADE
VIC1,2020/12/31 17:00:00,4366.02,23.78,TRADE
VIC1,2020/12/31 17:30:00,4366.02,9,TRADE
VIC1,2020/12/31 18:00:00,4329.24,8.97,TRADE
VIC1,2020/12/31 18:30:00,4316.92,21.17,TRADE
VIC1,2020/12/31 19:00:00,4334.71,34.36,TRADE
VIC1,2020/12/31 19:30:00,4295.49,39.03,TRADE
VIC1,2020/12/31 20:00:00,4296.74,39.15,TRADE
VIC1,2020/12/31 20:30:00,4266.57,36.53,TRADE
VIC1,2020/12/31 21:00:00,4184.2,35.16,TRADE
VIC1,2020/12/31 21:30:00,4103.51,35.05,TRADE
VIC1,2020/12/31 22:00:00,4034.28,35.49,TRADE
VIC1,2020/12/31 22:30:00,4067,48.25,TRADE
VIC1,2020/12/31 23:00:00,4115.25,38.66,TRADE
VIC1,2020/12/31 23:30:00,4363.19,50.15,TRADE
VIC1,2021/01/01 00:00:00,4330.42,43.48,TRADE
