REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/12/01 00:30:00,4469.82,40.60,TRADE
VIC1,2020/12/01 01:00:00,4343.86,37.52,TRADE
VIC1,2020/12/01 01:30:00,4249.18,32.08,TRADE
VIC1,2020/12/01 02:00:00,4119.57,31.25,TRADE
VIC1,2020/12/01 02:30:00,4018.1,32.49,TRADE
VIC1,2020/12/01 03:00:00,3940.85,24.70,TRADE
VIC1,2020/12/01 03:30:00,3925.41,32.98,TRADE
VIC1,2020/12/01 04:00:00,3940.95,33.38,TRADE
VIC1,2020/12/01 04:30:00,4066.89,36.26,TRADE
VIC1,2020/12/01 05:00:00,4143.31,40.53,TRADE
VIC1,2020/12/01 05:30:00,4332.89,47.72,TRADE
VIC1,2020/12/01 06:00:00,4504.16,44.34,TRADE
VIC1,2020/12/01 06:30:00,4838.06,24.29,TRADE
VIC1,2020/12/01 07:00:00,5082.26,19.04,TRADE
VIC1,2020/12/01 07:30:00,5159.35,31.02,TRADE
VIC1,2020/12/01 08:00:00,5247.47,30.78,TRADE
VIC1,2020/12/01 08:30:00,5310.73,19.71,TRADE
VIC1,2020/12/01 09:00:00,5257.55,1.05,TRADE
VIC1,2020/12/01 09:30:00,5380.61,36.49,TRADE
VIC1,2020/12/01 10:00:00,5400.72,-12.10,TRADE
VIC1,2020/12/01 10:30:00,5500.81,26.06,TRADE
VIC1,2020/12/01 11:00:00,5406.48,4.90,TRADE
VIC1,2020/12/01 11:30:00,5461.41,25.40,TRADE
VIC1,2020/12/01 12:00:00,5409.52,19.14,TRADE
VIC1,2020/12/01 12:30:00,5219.89,25.18,TRADE
VIC1,2020/12/01 13:00:00,5164.35,15.45,TRADE
VIC1,2020/12/01 13:30:00,5074.19,18.30,TRADE
VIC1,2020/12/01 14:00:00,5001.16,-27.32,TRADE
VIC1,2020/12/01 14:30:00,4938.75,6.68,TRADE
VIC1,2020/12/01 15:00:00,4691.65,4.75,TRADE
VIC1,2020/12/01 15:30:00,4725.21,-15.52,TRADE
VIC1,2020/12/01 16:00:00,4663.8,-8.83,TRADE
VIC1,2020/12/01 16:30:00,4638.36,-43.19,TRADE
VIC1,2020/12/01 17:00:00,4704.28,1.82,TRADE
VIC1,2020/12/01 17:30:00,4843.76,10.90,TRADE
VIC1,2020/12/01 18:00:00,4847.83,11.94,TRADE
VIC1,2020/12/01 18:30:00,4877.21,26.54,TRADE
VIC1,2020/12/01 19:00:00,4867.66,35.41,TRADE
VIC1,2020/12/01 19:30:00,4833.75,26.63,TRADE
VIC1,2020/12/01 20:00:00,4823.66,38.59,TRADE
VIC1,2020/12/01 20:30:00,4772.34,36.85,TRADE
VIC1,2020/12/01 21:00:00,4634.18,36.73,TRADE
VIC1,2020/12/01 21:30:00,4475.6,37.72,TRADE
VIC1,2020/12/01 22:00:00,4316.12,31.73,TRADE
VIC1,2020/12/01 22:30:00,4197.45,40.14,TRADE
VIC1,2020/12/01 23:00:00,4150.11,17.68,TRADE
VIC1,2020/12/01 23:30:00,4398.66,35.29,TRADE
VIC1,2020/12/02 00:00:00,4330.47,37.46,TRADE
VIC1,2020/12/02 00:30:00,4125.76,19.67,TRADE
VIC1,2020/12/02 01:00:00,4004.9,15.82,TRADE
VIC1,2020/12/02 01:30:00,3938.19,28.52,TRADE
VIC1,2020/12/02 02:00:00,3812.55,20.65,TRADE
VIC1,2020/12/02 02:30:00,3728.84,16.14,TRADE
VIC1,2020/12/02 03:00:00,3683.93,31.92,TRADE
VIC1,2020/12/02 03:30:00,3723.42,21.93,TRADE
VIC1,2020/12/02 04:00:00,3805.69,35.01,TRADE
VIC1,2020/12/02 04:30:00,3917.54,46.07,TRADE
VIC1,2020/12/02 05:00:00,4068.14,52.58,TRADE
VIC1,2020/12/02 05:30:00,4308.28,48.82,TRADE
VIC1,2020/12/02 06:00:00,4532.03,54.77,TRADE
VIC1,2020/12/02 06:30:00,4780.8,54.48,TRADE
VIC1,2020/12/02 07:00:00,4882.07,49.75,TRADE
VIC1,2020/12/02 07:30:00,4681.01,35.61,TRADE
VIC1,2020/12/02 08:00:00,4591.85,22.60,TRADE
VIC1,2020/12/02 08:30:00,4522.15,49.08,TRADE
VIC1,2020/12/02 09:00:00,4288.89,34.76,TRADE
VIC1,2020/12/02 09:30:00,4154.66,33.15,TRADE
VIC1,2020/12/02 10:00:00,4066.05,32.45,TRADE
VIC1,2020/12/02 10:30:00,3904.32,34.90,TRADE
VIC1,2020/12/02 11:00:00,3796.79,34.92,TRADE
VIC1,2020/12/02 11:30:00,3891.36,34.98,TRADE
VIC1,2020/12/02 12:00:00,3975.61,27.32,TRADE
VIC1,2020/12/02 12:30:00,3943.82,31.34,TRADE
VIC1,2020/12/02 13:00:00,3952.19,35.43,TRADE
VIC1,2020/12/02 13:30:00,3941.07,31.44,TRADE
VIC1,2020/12/02 14:00:00,3948.54,34.95,TRADE
VIC1,2020/12/02 14:30:00,3972.79,34.06,TRADE
VIC1,2020/12/02 15:00:00,4046.68,52.67,TRADE
VIC1,2020/12/02 15:30:00,4159.5,45.47,TRADE
VIC1,2020/12/02 16:00:00,4257.6,49.68,TRADE
VIC1,2020/12/02 16:30:00,4450.52,36.18,TRADE
VIC1,2020/12/02 17:00:00,4632.61,32.72,TRADE
VIC1,2020/12/02 17:30:00,4853.85,36.21,TRADE
VIC1,2020/12/02 18:00:00,4964.41,42.05,TRADE
VIC1,2020/12/02 18:30:00,5055.1,45.51,TRADE
VIC1,2020/12/02 19:00:00,5023.06,61.30,TRADE
VIC1,2020/12/02 19:30:00,5034.58,49.22,TRADE
VIC1,2020/12/02 20:00:00,5070.17,46.16,TRADE
VIC1,2020/12/02 20:30:00,4998.64,52.80,TRADE
VIC1,2020/12/02 21:00:00,4855.4,43.97,TRADE
VIC1,2020/12/02 21:30:00,4718.94,41.92,TRADE
VIC1,2020/12/02 22:00:00,4570.86,44.04,TRADE
VIC1,2020/12/02 22:30:00,4530.38,55.87,TRADE
VIC1,2020/12/02 23:00:00,4473.5,49.55,TRADE
VIC1,2020/12/02 23:30:00,4698.96,57.99,TRADE
VIC1,2020/12/03 00:00:00,4663.19,55.91,TRADE
VIC1,2020/12/03 00:30:00,4473.51,51.09,TRADE
VIC1,2020/12/03 01:00:00,4347.62,55.18,TRADE
VIC1,2020/12/03 01:30:00,4257.13,49.72,TRADE
VIC1,2020/12/03 02:00:00,4180.22,41.43,TRADE
VIC1,2020/12/03 02:30:00,4081.4,39.24,TRADE
VIC1,2020/12/03 03:00:00,4073.65,41.20,TRADE
VIC1,2020/12/03 03:30:00,4087.31,43.18,TRADE
VIC1,2020/12/03 04:00:00,4120.81,43,TRADE
VIC1,2020/12/03 04:30:00,4202.68,45.92,TRADE
VIC1,2020/12/03 05:00:00,4378.09,56.18,TRADE
VIC1,2020/12/03 05:30:00,4636.03,55.87,TRADE
VIC1,2020/12/03 06:00:00,4826.41,56.90,TRADE
VIC1,2020/12/03 06:30:00,5024.81,62.25,TRADE
VIC1,2020/12/03 07:00:00,5077.7,60.75,TRADE
VIC1,2020/12/03 07:30:00,4916.82,68.01,TRADE
VIC1,2020/12/03 08:00:00,4717.9,65.87,TRADE
VIC1,2020/12/03 08:30:00,4554.45,55.02,TRADE
VIC1,2020/12/03 09:00:00,4336,45.63,TRADE
VIC1,2020/12/03 09:30:00,4171.25,39.68,TRADE
VIC1,2020/12/03 10:00:00,4088.14,42.99,TRADE
VIC1,2020/12/03 10:30:00,3971.17,36.82,TRADE
VIC1,2020/12/03 11:00:00,3922.39,43.51,TRADE
VIC1,2020/12/03 11:30:00,3879.35,37.55,TRADE
VIC1,2020/12/03 12:00:00,3842.5,47.36,TRADE
VIC1,2020/12/03 12:30:00,3856.33,36.93,TRADE
VIC1,2020/12/03 13:00:00,3920.83,34.95,TRADE
VIC1,2020/12/03 13:30:00,3963.04,34.61,TRADE
VIC1,2020/12/03 14:00:00,3989.72,35.07,TRADE
VIC1,2020/12/03 14:30:00,4087.68,35.38,TRADE
VIC1,2020/12/03 15:00:00,4195.92,36.57,TRADE
VIC1,2020/12/03 15:30:00,4409.88,42.45,TRADE
VIC1,2020/12/03 16:00:00,4613.41,35.73,TRADE
VIC1,2020/12/03 16:30:00,4840.1,41.32,TRADE
VIC1,2020/12/03 17:00:00,5108.92,50.39,TRADE
VIC1,2020/12/03 17:30:00,5244.57,52.78,TRADE
VIC1,2020/12/03 18:00:00,5331.75,64.95,TRADE
VIC1,2020/12/03 18:30:00,5366.58,174.72,TRADE
VIC1,2020/12/03 19:00:00,5333.25,138.58,TRADE
VIC1,2020/12/03 19:30:00,5292.34,54.87,TRADE
VIC1,2020/12/03 20:00:00,5292.15,55.67,TRADE
VIC1,2020/12/03 20:30:00,5232.9,87.73,TRADE
VIC1,2020/12/03 21:00:00,5076.73,48.42,TRADE
VIC1,2020/12/03 21:30:00,4928.37,43.05,TRADE
VIC1,2020/12/03 22:00:00,4738.64,45.68,TRADE
VIC1,2020/12/03 22:30:00,4593.26,38.77,TRADE
VIC1,2020/12/03 23:00:00,4465.83,37.82,TRADE
VIC1,2020/12/03 23:30:00,4640.51,41.43,TRADE
VIC1,2020/12/04 00:00:00,4591.65,43.46,TRADE
VIC1,2020/12/04 00:30:00,4390.4,58.54,TRADE
VIC1,2020/12/04 01:00:00,4332.8,54.36,TRADE
VIC1,2020/12/04 01:30:00,4188.67,43.92,TRADE
VIC1,2020/12/04 02:00:00,4077.75,52.42,TRADE
VIC1,2020/12/04 02:30:00,3991.93,50.12,TRADE
VIC1,2020/12/04 03:00:00,4021.44,56.45,TRADE
VIC1,2020/12/04 03:30:00,4012.06,49.30,TRADE
VIC1,2020/12/04 04:00:00,4049.62,47.76,TRADE
VIC1,2020/12/04 04:30:00,4136.72,46.76,TRADE
VIC1,2020/12/04 05:00:00,4236.25,39.48,TRADE
VIC1,2020/12/04 05:30:00,4420.82,46.72,TRADE
VIC1,2020/12/04 06:00:00,4597.12,42.38,TRADE
VIC1,2020/12/04 06:30:00,4833.99,38.96,TRADE
VIC1,2020/12/04 07:00:00,4821.01,49.28,TRADE
VIC1,2020/12/04 07:30:00,4758.48,45.10,TRADE
VIC1,2020/12/04 08:00:00,4648.34,36.26,TRADE
VIC1,2020/12/04 08:30:00,4475.27,34.19,TRADE
VIC1,2020/12/04 09:00:00,4313.55,32.91,TRADE
VIC1,2020/12/04 09:30:00,4130.16,31.30,TRADE
VIC1,2020/12/04 10:00:00,4074.63,32.15,TRADE
VIC1,2020/12/04 10:30:00,4046.62,37.26,TRADE
VIC1,2020/12/04 11:00:00,3970.08,36.70,TRADE
VIC1,2020/12/04 11:30:00,3900.12,32.70,TRADE
VIC1,2020/12/04 12:00:00,3907.38,25.90,TRADE
VIC1,2020/12/04 12:30:00,3873.42,27.99,TRADE
VIC1,2020/12/04 13:00:00,3857.47,28.07,TRADE
VIC1,2020/12/04 13:30:00,3913.88,21.21,TRADE
VIC1,2020/12/04 14:00:00,3940.77,25.68,TRADE
VIC1,2020/12/04 14:30:00,3974.75,25.58,TRADE
VIC1,2020/12/04 15:00:00,4205.75,52.08,TRADE
VIC1,2020/12/04 15:30:00,4381.32,46.83,TRADE
VIC1,2020/12/04 16:00:00,4537.65,65.07,TRADE
VIC1,2020/12/04 16:30:00,4682.64,12.40,TRADE
VIC1,2020/12/04 17:00:00,4920.03,53.66,TRADE
VIC1,2020/12/04 17:30:00,5116.21,52.70,TRADE
VIC1,2020/12/04 18:00:00,5178.63,58.39,TRADE
VIC1,2020/12/04 18:30:00,5253.09,53.68,TRADE
VIC1,2020/12/04 19:00:00,5308.04,69.42,TRADE
VIC1,2020/12/04 19:30:00,5239.24,91.91,TRADE
VIC1,2020/12/04 20:00:00,5225.44,71.11,TRADE
VIC1,2020/12/04 20:30:00,5198.42,82.54,TRADE
VIC1,2020/12/04 21:00:00,5033.05,62.01,TRADE
VIC1,2020/12/04 21:30:00,4917.3,48.33,TRADE
VIC1,2020/12/04 22:00:00,4735.66,42.09,TRADE
VIC1,2020/12/04 22:30:00,4611.56,45.86,TRADE
VIC1,2020/12/04 23:00:00,4559.23,26.39,TRADE
VIC1,2020/12/04 23:30:00,4738.63,56.62,TRADE
VIC1,2020/12/05 00:00:00,4637.37,47.60,TRADE
VIC1,2020/12/05 00:30:00,4446.64,35.03,TRADE
VIC1,2020/12/05 01:00:00,4283.24,33.71,TRADE
VIC1,2020/12/05 01:30:00,4140.02,27.56,TRADE
VIC1,2020/12/05 02:00:00,4014.37,30.34,TRADE
VIC1,2020/12/05 02:30:00,3922.27,20.57,TRADE
VIC1,2020/12/05 03:00:00,3832.59,11.52,TRADE
VIC1,2020/12/05 03:30:00,3832.09,10.91,TRADE
VIC1,2020/12/05 04:00:00,3830.88,11.43,TRADE
VIC1,2020/12/05 04:30:00,3820.86,8.69,TRADE
VIC1,2020/12/05 05:00:00,3858.64,9.51,TRADE
VIC1,2020/12/05 05:30:00,3924.09,13.43,TRADE
VIC1,2020/12/05 06:00:00,4017.37,24.66,TRADE
VIC1,2020/12/05 06:30:00,4107.26,33.40,TRADE
VIC1,2020/12/05 07:00:00,4114.71,34.01,TRADE
VIC1,2020/12/05 07:30:00,4066.48,34.50,TRADE
VIC1,2020/12/05 08:00:00,4113.41,35.17,TRADE
VIC1,2020/12/05 08:30:00,4124.5,19.07,TRADE
VIC1,2020/12/05 09:00:00,3920.8,7.54,TRADE
VIC1,2020/12/05 09:30:00,3963.17,5.42,TRADE
VIC1,2020/12/05 10:00:00,4123.66,0.97,TRADE
VIC1,2020/12/05 10:30:00,4166.53,3.98,TRADE
VIC1,2020/12/05 11:00:00,4412.75,23.19,TRADE
VIC1,2020/12/05 11:30:00,4437.59,-11.08,TRADE
VIC1,2020/12/05 12:00:00,4479.6,1.41,TRADE
VIC1,2020/12/05 12:30:00,4400.66,-13.90,TRADE
VIC1,2020/12/05 13:00:00,4451.36,9.32,TRADE
VIC1,2020/12/05 13:30:00,4571.93,1.45,TRADE
VIC1,2020/12/05 14:00:00,4561.04,-3.91,TRADE
VIC1,2020/12/05 14:30:00,4495.99,-1.09,TRADE
VIC1,2020/12/05 15:00:00,4535.4,-2.05,TRADE
VIC1,2020/12/05 15:30:00,4598.37,1.48,TRADE
VIC1,2020/12/05 16:00:00,4670.83,0.39,TRADE
VIC1,2020/12/05 16:30:00,4590.85,-2.32,TRADE
VIC1,2020/12/05 17:00:00,4365.08,-3,TRADE
VIC1,2020/12/05 17:30:00,4242.31,-21.66,TRADE
VIC1,2020/12/05 18:00:00,4290.05,-21.74,TRADE
VIC1,2020/12/05 18:30:00,4351.67,-7.38,TRADE
VIC1,2020/12/05 19:00:00,4404.59,-3.22,TRADE
VIC1,2020/12/05 19:30:00,4394.74,5.43,TRADE
VIC1,2020/12/05 20:00:00,4457.22,8.47,TRADE
VIC1,2020/12/05 20:30:00,4441.04,5.68,TRADE
VIC1,2020/12/05 21:00:00,4311.85,-6.58,TRADE
VIC1,2020/12/05 21:30:00,4249.74,2.60,TRADE
VIC1,2020/12/05 22:00:00,4134.37,-12.45,TRADE
VIC1,2020/12/05 22:30:00,4012.05,-8.60,TRADE
VIC1,2020/12/05 23:00:00,3948.33,-25.19,TRADE
VIC1,2020/12/05 23:30:00,4208.22,-6.73,TRADE
VIC1,2020/12/06 00:00:00,4191.44,4.48,TRADE
VIC1,2020/12/06 00:30:00,4076.72,-5.11,TRADE
VIC1,2020/12/06 01:00:00,3942.78,-4.94,TRADE
VIC1,2020/12/06 01:30:00,3839.54,-37.84,TRADE
VIC1,2020/12/06 02:00:00,3634.58,-48.35,TRADE
VIC1,2020/12/06 02:30:00,3582.65,-40.82,TRADE
VIC1,2020/12/06 03:00:00,3523.01,-43.12,TRADE
VIC1,2020/12/06 03:30:00,3554.91,-39.88,TRADE
VIC1,2020/12/06 04:00:00,3559.56,-39.11,TRADE
VIC1,2020/12/06 04:30:00,3587.86,-38.84,TRADE
VIC1,2020/12/06 05:00:00,3563.25,-39.92,TRADE
VIC1,2020/12/06 05:30:00,3589.1,-37.50,TRADE
VIC1,2020/12/06 06:00:00,3596.34,-39.53,TRADE
VIC1,2020/12/06 06:30:00,3629.09,-39.59,TRADE
VIC1,2020/12/06 07:00:00,3718.21,-30.67,TRADE
VIC1,2020/12/06 07:30:00,3704.74,-28.58,TRADE
VIC1,2020/12/06 08:00:00,3577.38,-31.96,TRADE
VIC1,2020/12/06 08:30:00,3659.63,-13.06,TRADE
VIC1,2020/12/06 09:00:00,3599.12,-38.99,TRADE
VIC1,2020/12/06 09:30:00,3464.54,-27.18,TRADE
VIC1,2020/12/06 10:00:00,3528.77,-37.83,TRADE
VIC1,2020/12/06 10:30:00,3368.19,-47.39,TRADE
VIC1,2020/12/06 11:00:00,3297.12,-58.04,TRADE
VIC1,2020/12/06 11:30:00,3267.27,-50.17,TRADE
VIC1,2020/12/06 12:00:00,3251.92,-69.39,TRADE
VIC1,2020/12/06 12:30:00,3255.82,-51.04,TRADE
VIC1,2020/12/06 13:00:00,3355.63,-48.45,TRADE
VIC1,2020/12/06 13:30:00,3443.72,-29.94,TRADE
VIC1,2020/12/06 14:00:00,3400.54,-42.80,TRADE
VIC1,2020/12/06 14:30:00,3404.72,-40.97,TRADE
VIC1,2020/12/06 15:00:00,3585.6,-38.92,TRADE
VIC1,2020/12/06 15:30:00,3606.69,-40.13,TRADE
VIC1,2020/12/06 16:00:00,3781.88,-35.71,TRADE
VIC1,2020/12/06 16:30:00,3956.32,-29.47,TRADE
VIC1,2020/12/06 17:00:00,4055.17,-28.16,TRADE
VIC1,2020/12/06 17:30:00,4236.72,-26.48,TRADE
VIC1,2020/12/06 18:00:00,4378.51,-9.32,TRADE
VIC1,2020/12/06 18:30:00,4351.2,-3.13,TRADE
VIC1,2020/12/06 19:00:00,4446.04,-1.25,TRADE
VIC1,2020/12/06 19:30:00,4491.17,7.30,TRADE
VIC1,2020/12/06 20:00:00,4512.17,8.69,TRADE
VIC1,2020/12/06 20:30:00,4465.51,-1.47,TRADE
VIC1,2020/12/06 21:00:00,4313.71,-11.21,TRADE
VIC1,2020/12/06 21:30:00,4173.85,-33.69,TRADE
VIC1,2020/12/06 22:00:00,4032.75,-37.83,TRADE
VIC1,2020/12/06 22:30:00,3950.66,-44.82,TRADE
VIC1,2020/12/06 23:00:00,3854.94,-50.26,TRADE
VIC1,2020/12/06 23:30:00,4106.65,-23.04,TRADE
VIC1,2020/12/07 00:00:00,4088.53,-19.79,TRADE
VIC1,2020/12/07 00:30:00,3967.06,-21.06,TRADE
VIC1,2020/12/07 01:00:00,3859.85,-35.97,TRADE
VIC1,2020/12/07 01:30:00,3760.97,-41.45,TRADE
VIC1,2020/12/07 02:00:00,3630.03,-37.84,TRADE
VIC1,2020/12/07 02:30:00,3556.48,-41.65,TRADE
VIC1,2020/12/07 03:00:00,3541.32,-44.11,TRADE
VIC1,2020/12/07 03:30:00,3489.66,-50.02,TRADE
VIC1,2020/12/07 04:00:00,3567.79,-39.74,TRADE
VIC1,2020/12/07 04:30:00,3692.36,-27.02,TRADE
VIC1,2020/12/07 05:00:00,3842.08,-25.26,TRADE
VIC1,2020/12/07 05:30:00,4092.06,18.03,TRADE
VIC1,2020/12/07 06:00:00,4326.56,17.41,TRADE
VIC1,2020/12/07 06:30:00,4581.17,17.69,TRADE
VIC1,2020/12/07 07:00:00,4657.07,21.14,TRADE
VIC1,2020/12/07 07:30:00,4460.88,5.41,TRADE
VIC1,2020/12/07 08:00:00,4347.05,2.98,TRADE
VIC1,2020/12/07 08:30:00,4268.81,7.51,TRADE
VIC1,2020/12/07 09:00:00,4235.18,1.09,TRADE
VIC1,2020/12/07 09:30:00,4339.06,21.65,TRADE
VIC1,2020/12/07 10:00:00,4277.54,21.32,TRADE
VIC1,2020/12/07 10:30:00,4279.53,2.91,TRADE
VIC1,2020/12/07 11:00:00,4084.8,-16.51,TRADE
VIC1,2020/12/07 11:30:00,4103.2,-21.91,TRADE
VIC1,2020/12/07 12:00:00,4139.63,6.11,TRADE
VIC1,2020/12/07 12:30:00,4163.4,-16.87,TRADE
VIC1,2020/12/07 13:00:00,4359.04,12.43,TRADE
VIC1,2020/12/07 13:30:00,4346.64,16.06,TRADE
VIC1,2020/12/07 14:00:00,4385.86,5.77,TRADE
VIC1,2020/12/07 14:30:00,4329.19,11.30,TRADE
VIC1,2020/12/07 15:00:00,4417.76,-9.89,TRADE
VIC1,2020/12/07 15:30:00,4403.53,-16.18,TRADE
VIC1,2020/12/07 16:00:00,4492.86,10.73,TRADE
VIC1,2020/12/07 16:30:00,4640.57,3.67,TRADE
VIC1,2020/12/07 17:00:00,4741.2,-6.42,TRADE
VIC1,2020/12/07 17:30:00,4833.33,17.75,TRADE
VIC1,2020/12/07 18:00:00,4911.53,10.49,TRADE
VIC1,2020/12/07 18:30:00,4917.26,28.98,TRADE
VIC1,2020/12/07 19:00:00,5017.36,19.53,TRADE
VIC1,2020/12/07 19:30:00,4919.43,4.85,TRADE
VIC1,2020/12/07 20:00:00,4909.53,10.36,TRADE
VIC1,2020/12/07 20:30:00,4872.15,9.17,TRADE
VIC1,2020/12/07 21:00:00,4689.58,8.95,TRADE
VIC1,2020/12/07 21:30:00,4511.86,8.29,TRADE
VIC1,2020/12/07 22:00:00,4346.03,9.21,TRADE
VIC1,2020/12/07 22:30:00,4220.25,13.96,TRADE
VIC1,2020/12/07 23:00:00,4197.92,7.88,TRADE
VIC1,2020/12/07 23:30:00,4406.85,31.29,TRADE
VIC1,2020/12/08 00:00:00,4448.16,42.63,TRADE
VIC1,2020/12/08 00:30:00,4283.38,31.14,TRADE
VIC1,2020/12/08 01:00:00,4174.38,18.40,TRADE
VIC1,2020/12/08 01:30:00,4035.05,14.10,TRADE
VIC1,2020/12/08 02:00:00,3931.86,16.87,TRADE
VIC1,2020/12/08 02:30:00,3830.49,9.23,TRADE
VIC1,2020/12/08 03:00:00,3780.51,8.34,TRADE
VIC1,2020/12/08 03:30:00,3768.84,8.86,TRADE
VIC1,2020/12/08 04:00:00,3835.43,17.84,TRADE
VIC1,2020/12/08 04:30:00,3966.7,26.04,TRADE
VIC1,2020/12/08 05:00:00,4142.26,26.54,TRADE
VIC1,2020/12/08 05:30:00,4456.33,49.06,TRADE
VIC1,2020/12/08 06:00:00,4681,52.80,TRADE
VIC1,2020/12/08 06:30:00,5022.85,51.77,TRADE
VIC1,2020/12/08 07:00:00,5166.16,47.09,TRADE
VIC1,2020/12/08 07:30:00,5032.63,32.30,TRADE
VIC1,2020/12/08 08:00:00,5026.28,36.03,TRADE
VIC1,2020/12/08 08:30:00,4990.35,35.99,TRADE
VIC1,2020/12/08 09:00:00,4889.72,36.73,TRADE
VIC1,2020/12/08 09:30:00,4686.56,35,TRADE
VIC1,2020/12/08 10:00:00,4621.78,36.41,TRADE
VIC1,2020/12/08 10:30:00,4662.64,35.12,TRADE
VIC1,2020/12/08 11:00:00,4638.95,30.85,TRADE
VIC1,2020/12/08 11:30:00,4480.46,14.68,TRADE
VIC1,2020/12/08 12:00:00,4393.53,7.54,TRADE
VIC1,2020/12/08 12:30:00,4439.82,13.72,TRADE
VIC1,2020/12/08 13:00:00,4516.02,28.18,TRADE
VIC1,2020/12/08 13:30:00,4512.45,21.90,TRADE
VIC1,2020/12/08 14:00:00,4504.09,14.17,TRADE
VIC1,2020/12/08 14:30:00,4496.83,16.45,TRADE
VIC1,2020/12/08 15:00:00,4535.1,30.39,TRADE
VIC1,2020/12/08 15:30:00,4693.32,30.10,TRADE
VIC1,2020/12/08 16:00:00,4780.57,30.25,TRADE
VIC1,2020/12/08 16:30:00,4872.43,21.55,TRADE
VIC1,2020/12/08 17:00:00,5029.13,30.06,TRADE
VIC1,2020/12/08 17:30:00,5227.11,33.44,TRADE
VIC1,2020/12/08 18:00:00,5182.3,39.76,TRADE
VIC1,2020/12/08 18:30:00,5211.64,52.28,TRADE
VIC1,2020/12/08 19:00:00,5229.8,58.85,TRADE
VIC1,2020/12/08 19:30:00,5178.56,65.44,TRADE
VIC1,2020/12/08 20:00:00,5229.74,69.66,TRADE
VIC1,2020/12/08 20:30:00,5214.74,59.68,TRADE
VIC1,2020/12/08 21:00:00,5031.52,59.46,TRADE
VIC1,2020/12/08 21:30:00,4871.6,54.92,TRADE
VIC1,2020/12/08 22:00:00,4714.03,44.93,TRADE
VIC1,2020/12/08 22:30:00,4566.74,57.92,TRADE
VIC1,2020/12/08 23:00:00,4541.97,56.83,TRADE
VIC1,2020/12/08 23:30:00,4728.01,55.72,TRADE
VIC1,2020/12/09 00:00:00,4685.2,55.84,TRADE
VIC1,2020/12/09 00:30:00,4548.22,56.76,TRADE
VIC1,2020/12/09 01:00:00,4421.71,48.83,TRADE
VIC1,2020/12/09 01:30:00,4318.31,38.42,TRADE
VIC1,2020/12/09 02:00:00,4208.93,38.58,TRADE
VIC1,2020/12/09 02:30:00,4113.41,37.52,TRADE
VIC1,2020/12/09 03:00:00,4035.79,36.14,TRADE
VIC1,2020/12/09 03:30:00,4035.76,35.75,TRADE
VIC1,2020/12/09 04:00:00,4075.53,37.01,TRADE
VIC1,2020/12/09 04:30:00,4201.22,41.34,TRADE
VIC1,2020/12/09 05:00:00,4367.85,45.21,TRADE
VIC1,2020/12/09 05:30:00,4619.61,49.69,TRADE
VIC1,2020/12/09 06:00:00,4872.72,54.03,TRADE
VIC1,2020/12/09 06:30:00,5130.07,45.50,TRADE
VIC1,2020/12/09 07:00:00,5208.49,40.85,TRADE
VIC1,2020/12/09 07:30:00,5027.53,34.58,TRADE
VIC1,2020/12/09 08:00:00,4923.11,34.73,TRADE
VIC1,2020/12/09 08:30:00,4775.65,38.31,TRADE
VIC1,2020/12/09 09:00:00,4536.23,33.94,TRADE
VIC1,2020/12/09 09:30:00,4334.71,25.85,TRADE
VIC1,2020/12/09 10:00:00,4162.2,32.45,TRADE
VIC1,2020/12/09 10:30:00,4010.76,32.42,TRADE
VIC1,2020/12/09 11:00:00,3949.57,22.74,TRADE
VIC1,2020/12/09 11:30:00,3945.31,11.68,TRADE
VIC1,2020/12/09 12:00:00,3841.19,12.23,TRADE
VIC1,2020/12/09 12:30:00,3860.18,20.41,TRADE
VIC1,2020/12/09 13:00:00,3839.29,19.67,TRADE
VIC1,2020/12/09 13:30:00,3855.83,15.57,TRADE
VIC1,2020/12/09 14:00:00,3895.95,28.59,TRADE
VIC1,2020/12/09 14:30:00,3952.44,23.87,TRADE
VIC1,2020/12/09 15:00:00,4055.35,32.66,TRADE
VIC1,2020/12/09 15:30:00,4197.67,32.53,TRADE
VIC1,2020/12/09 16:00:00,4372.57,28.42,TRADE
VIC1,2020/12/09 16:30:00,4554.73,38.87,TRADE
VIC1,2020/12/09 17:00:00,4805.03,49.44,TRADE
VIC1,2020/12/09 17:30:00,4907.14,50.98,TRADE
VIC1,2020/12/09 18:00:00,5045.82,57.06,TRADE
VIC1,2020/12/09 18:30:00,5043.6,57.41,TRADE
VIC1,2020/12/09 19:00:00,5099.8,65.77,TRADE
VIC1,2020/12/09 19:30:00,5065.99,59.08,TRADE
VIC1,2020/12/09 20:00:00,5064.75,52.13,TRADE
VIC1,2020/12/09 20:30:00,5052.41,62.52,TRADE
VIC1,2020/12/09 21:00:00,4887.8,47.07,TRADE
VIC1,2020/12/09 21:30:00,4741.03,43.54,TRADE
VIC1,2020/12/09 22:00:00,4577.32,44.69,TRADE
VIC1,2020/12/09 22:30:00,4436.72,52.03,TRADE
VIC1,2020/12/09 23:00:00,4359.4,43.43,TRADE
VIC1,2020/12/09 23:30:00,4590.85,47.95,TRADE
VIC1,2020/12/10 00:00:00,4560.58,51.48,TRADE
VIC1,2020/12/10 00:30:00,4367.07,53.28,TRADE
VIC1,2020/12/10 01:00:00,4246.32,44.53,TRADE
